Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,4.29,6.66
Strips,top,2,4.67,6.92
Strips,top,3,4.56,6.39
Strips,top,4,4.63,8.24
Strips,top,5,4.41,6.2
Strips,top,6,4.36,6.67
Strips,top,7,4.93,7.34
Strips,top,8,4.41,7.72
Strips,top,9,4.42,9.95
Strips,top,10,4.76,7.47
Strips,middle,11,4.41,8.57
Strips,middle,12,4.42,16.66
Strips,middle,13,4.41,10.85
Strips,middle,14,4.41,6.77
Strips,middle,15,4.41,6.45
Strips,middle,16,4.41,8.85
Strips,middle,17,4.42,9.41
Strips,middle,18,4.41,8.32
Strips,middle,19,4.41,9.64
Strips,middle,20,4.42,15.49
Strips,bottom,21,4.62,8.85
Strips,bottom,22,4.64,11.34
Strips,bottom,23,4.7,9.95
Strips,bottom,24,4.67,7.09
Strips,bottom,25,4.67,6.97
Strips,bottom,26,4.67,9.25
Strips,bottom,27,4.65,8.76
Strips,bottom,28,4.65,10.42
Strips,bottom,29,4.64,6.75
Strips,bottom,30,4.67,7.41
Control,top,1,4.78,9.51
Control,top,2,4.8,4.95
Control,top,3,4.29,9.87
Control,top,4,4.3,8.6
Control,top,5,4.62,7.35
Control,top,6,4.63,9.67
Control,top,7,4.63,8.09
Control,top,8,4.62,7.84
Control,top,9,4.63,6.29
Control,top,10,4.42,6.5
Control,middle,11,4.25,5.83
Control,middle,12,4.27,9.91
Control,middle,13,4.3,9.43
Control,middle,14,4.27,7.58
Control,middle,15,4.27,5.79
Control,middle,16,4.26,6.6
Control,middle,17,4.27,7.2
Control,middle,18,4.27,11.98
Control,middle,19,4.27,12.56
Control,middle,20,4.27,8.19
Control,bottom,21,4.7,7.58
Control,bottom,22,4.71,7.65
Control,bottom,23,4.67,6.18
Control,bottom,24,4.71,6.9
Control,bottom,25,4.71,6.66
Control,bottom,26,4.75,6.4
Control,bottom,27,4.74,6.94
Control,bottom,28,4.72,9.78
Control,bottom,29,4.73,8.45
Control,bottom,30,4.74,12.24
