Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,8.24,28.13
Strips,top,2,8.25,59.63
Strips,top,3,8.24,122.95
Strips,top,4,8.41,162.24
Strips,top,5,8.37,42.45
Strips,top,6,8.19,125.36
Strips,top,7,8.3,51.97
Strips,top,8,8.37,24
Strips,top,9,8.31,19.75
Strips,top,10,8.35,22.85
Strips,middle,11,8.47,14.68
Strips,middle,12,8.26,17.17
Strips,middle,13,8.5,21.43
Strips,middle,14,8.31,115.78
Strips,middle,15,8.53,22.46
Strips,middle,16,8.3,77.17
Strips,middle,17,8.51,40.86
Strips,middle,18,8.19,145.72
Strips,middle,19,8.29,42.38
Strips,middle,20,8.24,16.64
Strips,bottom,21,8.36,15.85
Strips,bottom,22,8.28,82
Strips,bottom,23,8.54,44.03
Strips,bottom,24,8.2,24.93
Strips,bottom,25,8.52,85.72
Strips,bottom,26,8.54,24.67
Strips,bottom,27,8.56,33.16
Strips,bottom,28,8.46,30.4
Strips,bottom,29,8.57,37.81
Strips,bottom,30,8.23,29.51
Control,top,1,8.3,16.25
Control,top,2,8.22,19.56
Control,top,3,8.53,16.17
Control,top,4,8.43,17.25
Control,top,5,8.49,33.7
Control,top,6,8.5,15.13
Control,top,7,8.28,23.41
Control,top,8,8.37,15.9
Control,top,9,8.52,11.43
Control,top,10,8.98,21.44
Control,middle,11,9.13,15
Control,middle,12,9.31,16.79
Control,middle,13,9.15,17.78
Control,middle,14,9.09,11.98
Control,middle,15,8.4,13.87
Control,middle,16,8.27,14.32
Control,middle,17,8.51,24.34
Control,middle,18,9.37,30.01
Control,middle,19,8.25,26.31
Control,middle,20,9.08,92.66
Control,bottom,21,8.58,16.37
Control,bottom,22,9.11,13.2
Control,bottom,23,9.02,13.25
Control,bottom,24,8.52,27
Control,bottom,25,9.07,109.24
Control,bottom,26,9.17,111.41
Control,bottom,27,9.13,13.89
Control,bottom,28,9.09,39.4
Control,bottom,29,9.1,28.66
Control,bottom,30,8.37,82.14
