Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,4.23,5.24
Strips,top,2,4.67,5.29
Strips,top,3,4.66,4.75
Strips,top,4,4.8,5.47
Strips,top,5,4.38,4.85
Strips,top,6,4.39,4.56
Strips,top,7,4.82,5.2
Strips,top,8,4.54,4.6
Strips,top,9,4.55,5.02
Strips,top,10,4.25,4.25
Strips,middle,11,4.4,4.94
Strips,middle,12,4.53,6.12
Strips,middle,13,4.65,5.17
Strips,middle,14,5.04,5.46
Strips,middle,15,4.44,5.33
Strips,middle,16,4.98,5.34
Strips,middle,17,4.63,5.04
Strips,middle,18,4.49,4.58
Strips,middle,19,5.22,5.23
Strips,middle,20,4.67,5.2
Strips,bottom,21,4.35,5.12
Strips,bottom,22,4.69,4.76
Strips,bottom,23,4.46,4.56
Strips,bottom,24,4.49,5.93
Strips,bottom,25,5.08,5.17
Strips,bottom,26,4.4,5.04
Strips,bottom,27,4.92,5.94
Strips,bottom,28,4.37,4.46
Strips,bottom,29,4.77,4.87
Strips,bottom,30,4.2,4.21
Control,top,1,5.05,5.33
Control,top,2,4.64,4.98
Control,top,3,4.35,4.81
Control,top,4,4.46,4.76
Control,top,5,4.46,4.47
Control,top,6,4.42,4.64
Control,top,7,4.62,5.24
Control,top,8,4.43,4.76
Control,top,9,4.32,5.61
Control,top,10,4.24,4.47
Control,middle,11,5.21,5.62
Control,middle,12,5.04,5.36
Control,middle,13,4.46,4.68
Control,middle,14,4.81,5.64
Control,middle,15,4.31,5.39
Control,middle,16,4.76,5.7
Control,middle,17,4.96,6.49
Control,middle,18,4.83,5.16
Control,middle,19,4.39,4.63
Control,middle,20,4.59,6.11
Control,bottom,21,4.48,4.74
Control,bottom,22,4.8,5.94
Control,bottom,23,4.72,4.8
Control,bottom,24,4.83,5.36
Control,bottom,25,4.31,4.62
Control,bottom,26,4.84,5.16
Control,bottom,27,4.3,4.74
Control,bottom,28,5.16,5.57
Control,bottom,29,4.67,6.21
Control,bottom,30,4.34,4.46
