Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,4.41,4.56
Strips,top,2,4.45,5.39
Strips,top,3,4.44,5.21
Strips,top,4,4.43,6.79
Strips,top,5,4.42,6.66
Strips,top,6,4.42,13.25
Strips,top,7,4.44,7.4
Strips,top,8,4.43,7.88
Strips,top,9,4.42,4.78
Strips,top,10,4.44,6.12
Strips,middle,11,4.47,9.12
Strips,middle,12,4.44,7.62
Strips,middle,13,4.48,6.38
Strips,middle,14,4.48,6.09
Strips,middle,15,4.46,4.63
Strips,middle,16,4.47,6.91
Strips,middle,17,4.48,10.49
Strips,middle,18,4.46,5.9
Strips,middle,19,4.46,4.53
Strips,middle,20,,
Strips,bottom,21,4.41,6.72
Strips,bottom,22,4.42,5.74
Strips,bottom,23,4.4,4.9
Strips,bottom,24,4.42,8.04
Strips,bottom,25,4.41,7.04
Strips,bottom,26,4.41,7.99
Strips,bottom,27,4.41,9.22
Strips,bottom,28,4.41,8.82
Strips,bottom,29,4.41,7.12
Strips,bottom,30,4.42,4.57
Control,top,1,4.63,6.42
Control,top,2,4.63,6.04
Control,top,3,4.65,8.77
Control,top,4,4.64,9.77
Control,top,5,4.64,6.17
Control,top,6,4.64,8
Control,top,7,4.65,5.14
Control,top,8,4.62,5.23
Control,top,9,4.64,5.86
Control,top,10,4.65,8.02
Control,middle,11,4.41,4.86
Control,middle,12,4.42,4.73
Control,middle,13,4.42,7.15
Control,middle,14,4.42,9.47
Control,middle,15,4.43,7.59
Control,middle,16,4.43,7.3
Control,middle,17,4.44,7.05
Control,middle,18,4.41,7.69
Control,middle,19,4.41,6.62
Control,middle,20,4.43,7.3
Control,bottom,21,4.44,8.02
Control,bottom,22,4.43,7.48
Control,bottom,23,4.44,4.73
Control,bottom,24,4.41,8.01
Control,bottom,25,4.43,8.42
Control,bottom,26,4.41,8.56
Control,bottom,27,4.44,12.75
Control,bottom,28,4.43,8.85
Control,bottom,29,4.43,6.52
Control,bottom,30,4.43,7.11
