Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,9.1,17.05
Strips,top,2,8.44,16.14
Strips,top,3,8.3,12.25
Strips,top,4,8.29,12.08
Strips,top,5,8.43,10.41
Strips,top,6,8.27,49.77
Strips,top,7,8.48,9.97
Strips,top,8,8.3,13.23
Strips,top,9,8.28,9.74
Strips,top,10,8.28,13.86
Strips,middle,11,8.36,11.71
Strips,middle,12,8.3,14.16
Strips,middle,13,8.31,10.54
Strips,middle,14,8.43,12.88
Strips,middle,15,8.3,17
Strips,middle,16,8.42,11.18
Strips,middle,17,8.33,10.55
Strips,middle,18,8.32,9.81
Strips,middle,19,8.27,10.5
Strips,middle,20,8.32,17.61
Strips,bottom,21,8.26,13.24
Strips,bottom,22,8.32,11.62
Strips,bottom,23,8.24,18.87
Strips,bottom,24,8.36,205.62
Strips,bottom,25,8.36,17.34
Strips,bottom,26,8.35,30.52
Strips,bottom,27,8.29,84.14
Strips,bottom,28,8.15,13.49
Strips,bottom,29,8.31,8.52
Strips,bottom,30,8.25,10.38
Control,top,1,8.3,12.76
Control,top,2,8.17,10.85
Control,top,3,8.36,10.75
Control,top,4,8.42,12.99
Control,top,5,8.52,13.6
Control,top,6,8.29,16.39
Control,top,7,8.52,10.89
Control,top,8,8.48,10.84
Control,top,9,8.26,9.67
Control,top,10,8.35,11.31
Control,middle,11,8.28,9.84
Control,middle,12,8.42,9.37
Control,middle,13,8.33,9.54
Control,middle,14,8.55,19.9
Control,middle,15,8.28,11.95
Control,middle,16,8.29,8.38
Control,middle,17,8.27,14.6
Control,middle,18,8.29,8.39
Control,middle,19,8.51,10.33
Control,middle,20,8.33,12.67
Control,bottom,21,8.3,14.41
Control,bottom,22,8.24,11.76
Control,bottom,23,8.31,11.41
Control,bottom,24,8.32,17.85
Control,bottom,25,8.34,17.06
Control,bottom,26,8.37,21.59
Control,bottom,27,8.44,47.85
Control,bottom,28,8.41,11.29
Control,bottom,29,8.34,14.27
Control,bottom,30,8.54,11.49
