Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,8.44,16.79
Strips,top,2,8.58,11.98
Strips,top,3,8.46,19.1
Strips,top,4,8.48,10.46
Strips,top,5,8.6,13.01
Strips,top,6,8.17,13.44
Strips,top,7,8.13,10.37
Strips,top,8,8.44,9.8
Strips,top,9,8.49,17.66
Strips,top,10,8.38,10.18
Strips,middle,11,8.42,23.31
Strips,middle,12,8.25,11.91
Strips,middle,13,8.46,11.03
Strips,middle,14,8.28,40.79
Strips,middle,15,8.29,58.05
Strips,middle,16,8.19,12.46
Strips,middle,17,8.3,11.74
Strips,middle,18,8.42,14.95
Strips,middle,19,8.37,12.71
Strips,middle,20,8.57,18.24
Strips,bottom,21,8.64,257.77
Strips,bottom,22,8.52,12.34
Strips,bottom,23,8.49,10.08
Strips,bottom,24,8.75,20.26
Strips,bottom,25,8.52,11.53
Strips,bottom,26,8.54,72.23
Strips,bottom,27,8.31,72.09
Strips,bottom,28,8.43,9.89
Strips,bottom,29,8.27,25.94
Strips,bottom,30,8.33,35.07
Control,top,1,8.22,59.63
Control,top,2,8.54,11.3
Control,top,3,8.2,9.52
Control,top,4,8.2,12.17
Control,top,5,8.29,10.91
Control,top,6,8.5,11.78
Control,top,7,8.57,84.12
Control,top,8,8.51,15.79
Control,top,9,8.48,14.37
Control,top,10,8.55,10.46
Control,middle,11,8.46,37.38
Control,middle,12,8.23,16.27
Control,middle,13,8.37,21.68
Control,middle,14,8.64,16.6
Control,middle,15,8.53,168.86
Control,middle,16,8.47,23.61
Control,middle,17,8.43,11.04
Control,middle,18,8.31,41.49
Control,middle,19,8.49,19.12
Control,middle,20,8.3,52.1
Control,bottom,21,8.78,23.47
Control,bottom,22,,
Control,bottom,23,8.38,13.12
Control,bottom,24,8.54,29.8
Control,bottom,25,8.44,10.93
Control,bottom,26,8.16,17.03
Control,bottom,27,8.3,14.24
Control,bottom,28,,
Control,bottom,29,8.33,17.84
Control,bottom,30,8.46,11.06
