Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,4.58,9.95
Strips,top,2,4.4,9.26
Strips,top,3,4.78,13.06
Strips,top,4,4.66,23.49
Strips,top,5,4.79,31.69
Strips,top,6,9.16,78.76
Strips,top,7,4.69,13.21
Strips,top,8,4.75,10.87
Strips,top,9,4.46,11.4
Strips,top,10,4.65,17.58
Strips,middle,11,4.52,19.35
Strips,middle,12,4.73,12.03
Strips,middle,13,4.66,15.06
Strips,middle,14,4.5,26.16
Strips,middle,15,5.3,7.73
Strips,middle,16,9.51,13.11
Strips,middle,17,5.28,9.93
Strips,middle,18,4.64,11.3
Strips,middle,19,4.35,23.15
Strips,middle,20,5.15,18.22
Strips,bottom,21,4.85,12.76
Strips,bottom,22,4.29,7.05
Strips,bottom,23,4.79,23.92
Strips,bottom,24,4.65,17.11
Strips,bottom,25,4.82,30.81
Strips,bottom,26,,
Strips,bottom,27,4.42,16.04
Strips,bottom,28,4.35,12.73
Strips,bottom,29,4.86,10.02
Strips,bottom,30,4.5,17.85
Control,top,1,5.19,21.01
Control,top,2,5.2,14.44
Control,top,3,4.4,12.66
Control,top,4,4.92,9.66
Control,top,5,4.31,8.79
Control,top,6,4.83,13.81
Control,top,7,14.76,127.7
Control,top,8,4.34,41.99
Control,top,9,4.79,17.24
Control,top,10,4.74,17.21
Control,middle,11,4.28,15.95
Control,middle,12,4.39,16.6
Control,middle,13,30.6,256.55
Control,middle,14,4.38,10.14
Control,middle,15,4.77,10.28
Control,middle,16,4.46,20.87
Control,middle,17,4.81,7.77
Control,middle,18,4.36,7.71
Control,middle,19,4.4,10.37
Control,middle,20,4.68,12.14
Control,bottom,21,4.26,13
Control,bottom,22,4.58,14.73
Control,bottom,23,9.32,227.68
Control,bottom,24,4.37,14.26
Control,bottom,25,5.02,17.64
Control,bottom,26,4.51,9.64
Control,bottom,27,4.37,8.05
Control,bottom,28,4.79,8.18
Control,bottom,29,4.89,12.59
Control,bottom,30,4.63,11.18
