Treatment,Position,Pan ID,Cup (g),Cup + soil
Strips,top,1,14.61,122.45
Strips,top,2,4.68,5.57
Strips,top,3,4.6,9.2
Strips,top,4,4.42,8.09
Strips,top,5,4.76,39.79
Strips,top,6,4.5,7.85
Strips,top,7,4.71,7.44
Strips,top,8,5.06,6.54
Strips,top,9,4.97,9.52
Strips,top,10,4.51,14.44
Strips,middle,11,4.5,13.37
Strips,middle,12,4.53,6.48
Strips,middle,13,4.26,18.07
Strips,middle,14,9.16,70.67
Strips,middle,15,5.08,19.41
Strips,middle,16,5.06,8.79
Strips,middle,17,4.85,11.29
Strips,middle,18,13.83,110.28
Strips,middle,19,4.5,15.84
Strips,middle,20,4.8,13.45
Strips,bottom,21,4.38,44.37
Strips,bottom,22,4.36,6.36
Strips,bottom,23,4.51,5.53
Strips,bottom,24,4.42,8.98
Strips,bottom,25,8.76,87.03
Strips,bottom,26,4.63,5.55
Strips,bottom,27,4.7,28.66
Strips,bottom,28,4.49,11.16
Strips,bottom,29,4.68,24.51
Strips,bottom,30,4.52,19.56
Control,top,1,9.04,71.09
Control,top,2,80.07,816.19
Control,top,3,22.1,202.7
Control,top,4,12.75,103.32
Control,top,5,19.76,186.44
Control,top,6,4.97,11.29
Control,top,7,4.3,50.15
Control,top,8,13.35,134.04
Control,top,9,9.32,91.27
Control,top,10,4.58,9.37
Control,middle,11,13.32,118.28
Control,middle,12,9.56,56.6
Control,middle,13,49.4,401.4
Control,middle,14,5.09,47.62
Control,middle,15,5.06,21.12
Control,middle,16,4.25,98.57
Control,middle,17,4.46,19.64
Control,middle,18,4.47,19.14
Control,middle,19,4.43,21.95
Control,middle,20,4.45,109
Control,bottom,21,4.68,12.27
Control,bottom,22,4.38,146.17
Control,bottom,23,4.85,8.44
Control,bottom,24,5.19,217.36
Control,bottom,25,4.39,130.11
Control,bottom,26,5.22,31.74
Control,bottom,27,4.78,5.84
Control,bottom,28,5.1,78.45
Control,bottom,29,4.73,117.35
Control,bottom,30,4.47,8.29
